KakaoTalk Chats with 사형집행소 -CH1 (8)
Date Saved : January 22, 2023, 11:00 PM


September 21, 2022, 5:12 PM
December 25, 2022, 12:52 AM, 가은 : 외롭진 않겠네ㅋ
December 25, 2022, 12:52 AM, 장동건 : 저도 사람이랑 연애합니다만..
December 25, 2022, 12:52 AM, 가은 : 올,,
December 25, 2022, 12:52 AM, 가은 : 몇일됨?
December 25, 2022, 12:52 AM, 장동건 : 그것도
December 25, 2022, 12:52 AM, 장동건 : 프로필에..
December 25, 2022, 12:52 AM, 가은 : 뭔 시발
December 25, 2022, 12:52 AM, 가은 : 프로필이
December 25, 2022, 12:52 AM, 가은 : 주민등록증이냐
December 25, 2022, 12:52 AM, 가은 : 거기 다써있게
December 25, 2022, 12:53 AM, 장동건 : 그러게...
December 25, 2022, 12:53 AM, 가은 : 야 너
December 25, 2022, 12:53 AM, 가은 : 갠으로 나좀 보자
December 25, 2022, 12:53 AM, 장동건 : 헤엑
December 25, 2022, 12:53 AM, 장동건 : 혼내지 말아주세요
December 25, 2022, 12:53 AM, 가은 : 읽기나 해
December 25, 2022, 12:54 AM, 장동건 : 넴..
December 25, 2022, 12:54 AM, 육지향 : 프사 보면
December 25, 2022, 12:54 AM, 육지향 : 누군지 알거 같음..
December 25, 2022, 12:54 AM, 장동건 : 알아만 두세요...
December 25, 2022, 12:55 AM, 육지향 : ㄹㅇ 이건 걍 대놓고
December 25, 2022, 12:55 AM, 육지향 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 12:55 AM, 장동건 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 12:55 AM, 장동건 : 아 뭐 알거면 알라해~
December 25, 2022, 12:55 AM, 장동건 : 식 공개
December 25, 2022, 12:55 AM, 가은 : 네 보자마자
December 25, 2022, 12:55 AM, 육지향 : 심해요;;
December 25, 2022, 12:55 AM, 가은 : 3초안에
December 25, 2022, 12:55 AM, 가은 : 알았습니다
December 25, 2022, 12:55 AM, 장동건 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 12:55 AM, 육지향 : 이미 안봐도 알았음
December 25, 2022, 12:55 AM, 가은 : 저 남도일이세요
December 25, 2022, 12:55 AM, 장동건 : ㅖ 그분도 그렇게 되어있으니까
December 25, 2022, 12:56 AM, 가은 : 나 개 연락처 없어ㅠㅠㅠㅠㅠ
December 25, 2022, 12:56 AM, 육지향 : 사집소 보자마자 하나밖에 생각 안남
December 25, 2022, 12:56 AM, 장동건 : <Photo Unread>
December 25, 2022, 12:56 AM, 장동건 : ~
December 25, 2022, 12:56 AM, 육지향 : 나도 없음....
December 25, 2022, 12:56 AM, 장동건 : 휴
December 25, 2022, 12:56 AM, 가은 : 좋~댄다
December 25, 2022, 12:56 AM, 가은 : 시발
December 25, 2022, 12:56 AM, 장동건 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 12:56 AM, 장동건 : 아무튼
December 25, 2022, 12:56 AM, 육지향 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 12:56 AM, 장동건 : 헤드헌터 얘기 마저 하자면
December 25, 2022, 12:56 AM, 장동건 : 샀어요
December 25, 2022, 12:56 AM, 가은 : 네네
December 25, 2022, 12:56 AM, 가은 : 네네
December 25, 2022, 12:56 AM, 장동건 : 돈좀 내고 샀어요
December 25, 2022, 12:56 AM, 가은 : 제건가요?
December 25, 2022, 12:56 AM, 장동건 : 126$ 주고 샀어요
December 25, 2022, 12:56 AM, 가은 : 감사합니다
December 25, 2022, 12:56 AM, 장동건 : 아뇨 모델링을요
December 25, 2022, 12:56 AM, 가은 : 제걸 만들 모델링인가요?
December 25, 2022, 12:56 AM, 가은 : 감사합니다
December 25, 2022, 12:56 AM, 육지향 : ㅋㅋㅋ
December 25, 2022, 12:57 AM, 장동건 : 쓰읍..
December 25, 2022, 12:57 AM, 장동건 : 본전을 뽑으려면
December 25, 2022, 12:57 AM, 장동건 : 10만원에
December 25, 2022, 12:57 AM, 장동건 : 팔아야 하는데
December 25, 2022, 12:57 AM, 장동건 : <Photo Unread>
December 25, 2022, 12:57 AM, 장동건 : 얘좀
December 25, 2022, 12:57 AM, 장동건 : 말려봐
December 25, 2022, 12:57 AM, 가은 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 12:57 AM, 가은 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 12:58 AM, 가은 : 아 ㅈㄴ 재밌다
December 25, 2022, 12:58 AM, 가은 : 나 방금까지
December 25, 2022, 12:58 AM, 가은 : 인생이랑 담쌓고 있다가
December 25, 2022, 12:58 AM, 가은 : 이런 희소식 들으니까 기분이 좋네요
December 25, 2022, 12:58 AM, 장동건 : 희소식이야...?
December 25, 2022, 12:58 AM, 장동건 : 너 뭐 돼...?
December 25, 2022, 12:58 AM, 가은 : ㅇㅇ
December 25, 2022, 12:58 AM, 가은 : 걔 2번째 부모 됨
December 25, 2022, 12:58 AM, 장동건 : 그쵸 교주시죠..
December 25, 2022, 12:58 AM, 가은 : ?
December 25, 2022, 12:58 AM, 장동건 : 아뇨
December 25, 2022, 12:58 AM, 장동건 : 누구맘대로
December 25, 2022, 12:58 AM, 장동건 : 그렇게 되는건가요
December 25, 2022, 12:59 AM, 가은 : 제맘인데요
December 25, 2022, 12:59 AM, 장동건 : 아무튼 아주 그래서
December 25, 2022, 12:59 AM, 장동건 : 여러모로
December 25, 2022, 12:59 AM, 장동건 : 기분이 좋내요
December 25, 2022, 12:59 AM, 장동건 : 네요
December 25, 2022, 12:59 AM, 장동건 : 2배 커진 프린터도 갖고
December 25, 2022, 12:59 AM, 장동건 : 모델링도 저렴하게 샀고
December 25, 2022, 1:00 AM, 가은 : 진짜로 잘해주세요
December 25, 2022, 1:00 AM, 장동건 : ㅖㅖ...
December 25, 2022, 1:00 AM, 가은 : 이상한 소리 들렸다간
December 25, 2022, 1:00 AM, 장동건 : 님한테
December 25, 2022, 1:00 AM, 가은 : 진짜 찾아갑니다
December 25, 2022, 1:00 AM, 장동건 : 처맞긴 싫으니까..
December 25, 2022, 1:00 AM, 장동건 : 아니 니가 한대 치면 골절이라고..
December 25, 2022, 1:00 AM, 가은 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 1:00 AM, 가은 : 권태홍한테 복싱글러브
December 25, 2022, 1:00 AM, 장동건 : 진짜..
December 25, 2022, 1:00 AM, 가은 : 빌려간다
December 25, 2022, 1:00 AM, 장동건 : 내꺼 있으니까
December 25, 2022, 1:00 AM, 장동건 : 몸만 오세요..
December 25, 2022, 1:00 AM, 가은 : 너 나한테 안맞아봤잖아
December 25, 2022, 1:00 AM, 장동건 : 말로는
December 25, 2022, 1:00 AM, 장동건 : 존나 쳐맞아 봤는데
December 25, 2022, 1:01 AM, 가은 : 맞긴하지
December 25, 2022, 1:01 AM, 육지향 : 아이 재밌어
December 25, 2022, 1:01 AM, 가은 : 아 기분이 좋아졌어
December 25, 2022, 1:01 AM, 장동건 : 얜 쟤랑 나보고 재밌어 하고
December 25, 2022, 1:01 AM, 장동건 : 얜 왠지 모르겠고
December 25, 2022, 1:01 AM, 가은 : ㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 1:01 AM, 육지향 : 재밌자나 
December 25, 2022, 1:01 AM, 가은 : 나도 모르겠다
December 25, 2022, 1:01 AM, 가은 : 그냥 꼭 둘이 그랬으면 좋겠다고
December 25, 2022, 1:01 AM, 가은 : 생각했는대
December 25, 2022, 1:02 AM, 가은 : 생각대로 그래주니까
December 25, 2022, 1:02 AM, 장동건 : <Photo Unread>
December 25, 2022, 1:02 AM, 장동건 : 쓰읍..
December 25, 2022, 1:02 AM, 장동건 : 조심할거리가
December 25, 2022, 1:02 AM, 가은 : 내 생각이 맞았다는 생각이랑 동시에
December 25, 2022, 1:02 AM, 가은 : 그냥 기분이 좋아졌어
December 25, 2022, 1:02 AM, 장동건 : 한둘이 아냐...
December 25, 2022, 1:02 AM, 육지향 : ㅎ
December 25, 2022, 1:02 AM, 장동건 : 얘 촉은
December 25, 2022, 1:02 AM, 장동건 : 틀린적이
December 25, 2022, 1:02 AM, 육지향 : 사방이 다 적이야
December 25, 2022, 1:02 AM, 장동건 : 한번 있어
December 25, 2022, 1:02 AM, 육지향 : 수고해
December 25, 2022, 1:02 AM, 가은 : ?
December 25, 2022, 1:02 AM, 가은 : 언제ㅋㅋㅋ
December 25, 2022, 1:02 AM, 장동건 : 발로할때
December 25, 2022, 1:02 AM, 장동건 : 딱 한번 틀렸음
December 25, 2022, 1:02 AM, 가은 : ㅋㅋㅋㅋㅋㅋ
December 25, 2022, 1:02 AM, 장동건 : 가기 전에
December 25, 2022, 1:03 AM, 가은 : 거의 다 맞긴하지
December 25, 2022, 1:03 AM, 장동건 : 나좀 찌르고 가라
December 25, 2022, 1:03 AM, 장동건 : 쟤 협박이 넘무 무서워요
December 25, 2022, 1:03 AM, 육지향 : 아니 근데 도대체 그럼 왜
December 25, 2022, 1:03 AM, 육지향 : 당고 간거임?
December 25, 2022, 1:03 AM, 육지향 : 왜?
December 25, 2022, 1:03 AM, 가은 : 내말이
December 25, 2022, 1:03 AM, 장동건 : 날짜 보면 아시겠지만
December 25, 2022, 1:03 AM, 장동건 : 원서 넣고
December 25, 2022, 1:03 AM, 장동건 : 생각했음
December 25, 2022, 1:03 AM, 가은 : 학교가 다르잖아 이놈아ㅠㅠ
December 25, 2022, 1:03 AM, 육지향 : 뭔 이유로  한일고 갈려던애가 당고간건 봤어도
December 25, 2022, 1:03 AM, 장동건 : 그냥 3학년 중반부터
December 25, 2022, 1:04 AM, 장동건 : 가야겠다 생각 하고
December 25, 2022, 1:04 AM, 장동건 : 1차 고입 희망 조사부터 당고 써서
December 25, 2022, 1:04 AM, 장동건 : 걍 당고 간거
December 25, 2022, 1:04 AM, 육지향 : ㅏ
December 25, 2022, 1:04 AM, 육지향 : 할말이 읎다
December 25, 2022, 1:04 AM, 가은 : 로망이 없네
December 25, 2022, 1:04 AM, 장동건 : 그 전에 고백 받았으면
December 25, 2022, 1:05 AM, 장동건 : 옮겼겠지;;
December 25, 2022, 1:05 AM, 가은 : 4일이면 딱 좋을때지
December 25, 2022, 1:05 AM, 가은 : 난 그때 카톡이 안멈췄는데,,
December 25, 2022, 1:05 AM, 장동건 : 생각보다
December 25, 2022, 1:05 AM, 육지향 : 되게ㅋㅋㅋㅋㅋㅋㅋㅋ 애 하나 보는거 처럼ㅋㅋㅋㅋㅋㅋ
December 25, 2022, 1:05 AM, 장동건 : 애들이 프로필을 잘 안 보더라고
December 25, 2022, 1:05 AM, 가은 : ㅋㅋㅋㅋㅋ
December 25, 2022, 1:05 AM, 가은 : 볼 이유가 없어요
December 25, 2022, 1:05 AM, 가은 : 니가 프로필을 쳐 바꿔야
December 25, 2022, 1:05 AM, 장동건 : <Photo Unread>
December 25, 2022, 1:05 AM, 가은 : 보던지 말던지 하지
December 25, 2022, 1:05 AM, 장동건 : 이거 보세요...
December 25, 2022, 1:05 AM, 육지향 : 그러지마아... 바다를 건너기엔...
December 25, 2022, 1:05 AM, 가은 : ㅋㅋㅋㅋㅋㅋㅋ,,,,,
December 25, 2022, 1:05 AM, 장동건 : 저 되게 자주 바꿔염..
December 25, 2022, 1:06 AM, 육지향 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 1:06 AM, 가은 : 하 시발 그냥
December 25, 2022, 1:06 AM, 육지향 : 제 2의 어머니심?
December 25, 2022, 1:06 AM, 가은 : 감정기복이 왜이러냐
December 25, 2022, 1:06 AM, 장동건 : <Photo Unread>
December 25, 2022, 1:06 AM, 장동건 : 일단
December 25, 2022, 1:06 AM, 장동건 : 술마신거같아
December 25, 2022, 1:06 AM, 가은 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 1:06 AM, 가은 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 1:06 AM, 가은 : 극ㄱ건 아니에요
December 25, 2022, 1:06 AM, 장동건 : 저거 혈중알코올농도좀 체크해봐..
December 25, 2022, 1:06 AM, 가은 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 1:06 AM, 가은 : 아니라고
December 25, 2022, 1:06 AM, 가은 : 술쳐먹었으면 지금
December 25, 2022, 1:06 AM, 가은 : 채팅이 이렇게 잘 되겠냐
December 25, 2022, 1:06 AM, 육지향 : ㄴㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 1:07 AM, 장동건 : <Photo Unread>
December 25, 2022, 1:07 AM, 장동건 : 그렇대요
December 25, 2022, 1:07 AM, 가은 : ㅎ,,
December 25, 2022, 1:07 AM, 육지향 : 너무 맞말,,
December 25, 2022, 1:07 AM, 장동건 : 아무튼 저는 행복합니당
December 25, 2022, 1:07 AM, 육지향 : 이와 동일한 생각이야 심각하게
December 25, 2022, 1:07 AM, 장동건 : 그래서
December 25, 2022, 1:07 AM, 장동건 : 두분중
December 25, 2022, 1:07 AM, 가은 : 지향아
December 25, 2022, 1:07 AM, 장동건 : 누가 어머니신가요
December 25, 2022, 1:07 AM, 가은 : 넌 너무 날 잘알아
December 25, 2022, 1:08 AM, 육지향 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 1:08 AM, 육지향 : 갑자기요?
December 25, 2022, 1:08 AM, 가은 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 1:08 AM, 가은 : 아니
December 25, 2022, 1:08 AM, 가은 : 뭔 하는 말마다
December 25, 2022, 1:08 AM, 가은 : 다 맞추냐
December 25, 2022, 1:08 AM, 장동건 : 내가
December 25, 2022, 1:08 AM, 장동건 : 불쏘시개
December 25, 2022, 1:08 AM, 장동건 : 큰걸 좀 들고온 모양이네..
December 25, 2022, 1:08 AM, 가은 : 네
December 25, 2022, 1:08 AM, 육지향 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이거 맞나
December 25, 2022, 1:08 AM, 장동건 : 얼마나
December 25, 2022, 1:08 AM, 가은 : 나는,,
December 25, 2022, 1:08 AM, 장동건 : 더 불타실 예정들이신가요..
December 25, 2022, 1:08 AM, 가은 : 언제 남자친구 생기냐
December 25, 2022, 1:08 AM, 장동건 : 우리 집 앞에
December 25, 2022, 1:09 AM, 장동건 : 고양이들 많은데
December 25, 2022, 1:09 AM, 장동건 : 와서..
December 25, 2022, 1:09 AM, 육지향 : 넌 각오만 하면 생길 수 있음..괜차너
December 25, 2022, 1:09 AM, 가은 : 한마리만 대려와봐
December 25, 2022, 1:09 AM, 장동건 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 1:09 AM, 가은 : 소개좀 시켜줘
December 25, 2022, 1:09 AM, 장동건 : 1ㄷ1 미팅
December 25, 2022, 1:09 AM, 장동건 : 주선 ㅆㄱㄴ
December 25, 2022, 1:09 AM, 가은 : 내가
December 25, 2022, 1:09 AM, 가은 : 고ㅑㅇㅇ이 언어로
December 25, 2022, 1:09 AM, 가은 : 해봄ㅋㅋ
December 25, 2022, 1:09 AM, 육지향 : ㅋㅌㅋㅋㅋㅋㅋㅋ
December 25, 2022, 1:09 AM, 장동건 : 고ㅑㅇㅇ이 언어...
December 25, 2022, 1:09 AM, 장동건 : 고대 언어인가
December 25, 2022, 1:09 AM, 가은 : ㅋㅋㅋ,,
December 25, 2022, 1:09 AM, 장동건 : 그
December 25, 2022, 1:09 AM, 장동건 : 기분 좋은건 알겠으니까..
December 25, 2022, 1:09 AM, 육지향 : 고대 언어 쓰는 고양이
December 25, 2022, 1:09 AM, 장동건 : 타자를 좀 느리게 좀 쳐봐..
December 25, 2022, 1:09 AM, 장동건 : 가은아..
December 25, 2022, 1:10 AM, 가은 : 느리게 치고 있는거야
December 25, 2022, 1:10 AM, 육지향 : 고대? k
December 25, 2022, 1:10 AM, 육지향 : ㅋㅋㅋㄴㄴ
December 25, 2022, 1:10 AM, 장동건 : 절대 아닌거같은데
December 25, 2022, 1:10 AM, 육지향 : 이 상황이 너무 즐겁다
December 25, 2022, 1:10 AM, 장동건 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 1:10 AM, 장동건 : 3명이 행복해졌으면
December 25, 2022, 1:10 AM, 장동건 : 된건가
December 25, 2022, 1:10 AM, 가은 : 아 지금 진짜
December 25, 2022, 1:10 AM, 가은 : 뇌가
December 25, 2022, 1:10 AM, 가은 : 좌뇌랑 우뇌가
December 25, 2022, 1:10 AM, 육지향 : ㅋㅋㅋㅋㅋㅋㅌㅌ 
December 25, 2022, 1:10 AM, 가은 : 감정가지고
December 25, 2022, 1:10 AM, 가은 : 쳐 싸우는 기분이야
December 25, 2022, 1:10 AM, 장동건 : 힣
December 25, 2022, 1:11 AM, 가은 : 나 진짜 아까 11시에
December 25, 2022, 1:11 AM, 장동건 : 그
December 25, 2022, 1:11 AM, 가은 : 애새끼들때문에 너무 짜증이 나서
December 25, 2022, 1:11 AM, 가은 : 새벽에 너무 외로워가지고
December 25, 2022, 1:11 AM, 장동건 : 행복 느끼는 뇌의
December 25, 2022, 1:11 AM, 장동건 : 반대편 뇌를
December 25, 2022, 1:11 AM, 가은 : 인생 잘가라 하다가
December 25, 2022, 1:11 AM, 장동건 : 강하게 쳐봐..
December 25, 2022, 1:11 AM, 가은 : 애들 하나둘씩
December 25, 2022, 1:11 AM, 장동건 : 그러면 행복해지려나
December 25, 2022, 1:11 AM, 가은 : 연애한단 소리들으니까
December 25, 2022, 1:11 AM, 가은 : 그냥 내가 기분이 좋은거야
December 25, 2022, 1:11 AM, 장동건 : 왤까
December 25, 2022, 1:11 AM, 가은 : 근데 막상 생각해보니까
December 25, 2022, 1:11 AM, 가은 : 나 외로워하던 중이었음
December 25, 2022, 1:11 AM, 가은 : 감정기복 시벌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 1:12 AM, 장동건 : 거진
December 25, 2022, 1:12 AM, 육지향 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 1:12 AM, 장동건 : 뭐 코인 그래프마냥
December 25, 2022, 1:12 AM, 장동건 : 요동치노..
December 25, 2022, 1:12 AM, 가은 : ㄹㅇ
December 25, 2022, 1:12 AM, 가은 : 시발 삼성이야
December 25, 2022, 1:12 AM, 장동건 : 헐 맞다
December 25, 2022, 1:12 AM, 장동건 : 나가
December 25, 2022, 1:12 AM, 장동건 : 아무튼
December 25, 2022, 1:12 AM, 가은 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 1:12 AM, 육지향 : 풉
December 25, 2022, 1:12 AM, 가은 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 1:12 AM, 가은 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 1:12 AM, 장동건 : 저거 색깔들을 다 모았구요
December 25, 2022, 1:12 AM, 가은 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 1:12 AM, 가은 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 1:12 AM, 장동건 : 그다지 슬프지는 않네요
December 25, 2022, 1:12 AM, 육지향 : 숫자가 파랑파랑
December 25, 2022, 1:12 AM, 가은 : 삼성ㅋㅋㅋㅋㅋㅋㅋ 나가ㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 1:12 AM, 가은 : 왤ㅋㅋㅋ케
December 25, 2022, 1:13 AM, 가은 : 웃가ㅣㄴㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 1:13 AM, 육지향 : 3☆ 
December 25, 2022, 1:13 AM, 가은 : ㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 1:13 AM, 장동건 : 슬프게 만드시려면 좀더 큰걸 갖고 오시는게..
December 25, 2022, 1:13 AM, 가은 : 아 시발 먹던 뻥이요가
December 25, 2022, 1:13 AM, 가은 : 튀어 나올거같네
December 25, 2022, 1:13 AM, 육지향 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 1:13 AM, 장동건 : 등짝 털에 별 3개 남기기 전에
December 25, 2022, 1:13 AM, 장동건 : 조용히 하세연
December 25, 2022, 1:13 AM, 가은 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 1:13 AM, 가은 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 1:13 AM, 가은 : 하지 말라고 삼성드립ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 1:13 AM, 장동건 : 쩝..
December 25, 2022, 1:13 AM, 가은 : 아 대가리 터질거같애
December 25, 2022, 1:14 AM, 장동건 : <Photo Unread>
December 25, 2022, 1:14 AM, 장동건 : 어머
December 25, 2022, 1:14 AM, 가은 : ㅈ..
December 25, 2022, 1:14 AM, 가은 : 제트,,
December 25, 2022, 1:14 AM, 육지향 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
December 25, 2022, 1:14 AM, 가은 : 아 뻥이요 다먹었어
December 25, 2022, 1:14 AM, 가은 : 오반데
December 25, 2022, 1:14 AM, 육지향 : 저 배경이 너무 킹받아
December 25, 2022, 1:14 AM, 육지향 : 심해
December 25, 2022, 1:14 AM, 가은 : 마실거 없나
